,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
14222,14078,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
14223,14079,293,LowSeason,[0-1],Standard,[160-260],[2-2],False
14224,14080,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14225,14081,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
14226,6635,304,LowSeason,[4-7],Nonref,[0-160],[2-2],True
14227,7736,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14228,706,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
14229,14082,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
14230,14083,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
14231,14084,669,LowSeason,[2-3],Standard,[260-360],[2-2],True
14232,14085,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14233,14086,73,LowSeason,[4-7],Standard,[160-260],[3-4],False
14234,14087,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14235,14088,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14236,14089,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14237,14090,300,LowSeason,[0-1],Standard,[260-360],[3-4],False
14238,14092,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14239,14093,268,LowSeason,[2-3],Standard,[160-260],[5-inf],False
14240,7566,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14241,14094,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14242,14095,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14243,14096,153,LowSeason,[4-7],Nonref,[160-260],[3-4],True
14244,14097,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
14245,14098,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14246,14099,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14247,14100,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14248,14101,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14249,14102,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
14250,14103,314,LowSeason,[2-3],Nonref,[260-360],[2-2],True
14251,14104,83,OffSeason,[4-7],Standard,[0-160],[2-2],True
14252,14105,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14253,14106,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
14254,14108,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14255,14109,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14256,14110,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14257,14111,407,LowSeason,[0-1],Nonref,[260-360],[2-2],True
14258,14112,274,LowSeason,[4-7],Standard,[260-360],[2-2],True
14259,14113,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14260,14114,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14261,14115,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14262,14116,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14263,14117,261,LowSeason,[2-3],Standard,[260-360],[3-4],True
14264,14119,274,LowSeason,[4-7],Standard,[260-360],[2-2],True
14265,14120,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14266,14121,145,LowSeason,[2-3],Nonref,[160-260],[2-2],True
14267,14122,278,LowSeason,[2-3],Standard,[260-360],[3-4],False
14268,14123,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14269,14124,408,OffSeason,[4-7],Standard,[260-360],[2-2],False
14270,14125,265,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
14271,14125,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
14272,14126,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
14273,14127,296,LowSeason,[4-7],Standard,[260-360],[3-4],False
14274,14128,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
14275,13211,433,OffSeason,[0-1],Standard,[260-360],[5-inf],False
14276,14129,71,OffSeason,[2-3],Standard,[260-360],[5-inf],False
14277,3336,286,LowSeason,[0-1],Nonref,[160-260],[3-4],True
14278,14130,196,LowSeason,[4-7],Standard,[160-260],[1-1],True
14279,14131,418,LowSeason,[0-1],Nonref,[160-260],[5-inf],False
14280,14132,117,LowSeason,[4-7],Nonref,[160-260],[2-2],False
14281,5693,318,LowSeason,[0-1],Standard,[160-260],[5-inf],False
14282,14133,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14283,14134,414,LowSeason,[2-3],Nonref,[260-360],[1-1],True
14284,14135,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14285,14136,250,LowSeason,[0-1],Standard,[160-260],[3-4],False
14286,14137,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14287,14138,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14288,14139,275,LowSeason,[2-3],Nonref,[160-260],[2-2],False
14289,14140,265,LowSeason,[2-3],Nonref,[160-260],[5-inf],True
14290,14142,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14291,14143,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14292,14144,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14293,14145,165,OffSeason,[2-3],Standard,[260-360],[2-2],False
14294,14146,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
14295,14147,307,LowSeason,[2-3],Nonref,[0-160],[2-2],False
14296,14148,206,LowSeason,[2-3],Nonref,[160-260],[3-4],True
14297,14149,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14298,14150,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14299,14151,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14300,14152,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14301,14153,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14302,14154,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14303,14155,610,LowSeason,[4-7],Standard,[160-260],[5-inf],False
14304,14156,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
14305,8480,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14306,14157,248,LowSeason,[2-3],Standard,[160-260],[3-4],False
14307,12688,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14308,14158,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
14309,14159,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14310,14160,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14311,14162,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14312,14163,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14313,14164,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14314,12805,196,LowSeason,[4-7],Standard,[160-260],[1-1],True
14315,14165,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14316,14166,103,LowSeason,[4-7],Standard,[260-360],[5-inf],True
14317,14167,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14318,14168,384,LowSeason,[2-3],Standard,[160-260],[1-1],True
14319,14169,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14320,14170,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14321,14171,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
14322,14172,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14323,14173,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14324,14174,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14325,14175,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14326,14176,103,LowSeason,[4-7],Standard,[260-360],[5-inf],True
14327,14177,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14328,14178,277,LowSeason,[2-3],Standard,[0-160],[2-2],True
14329,14180,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14330,14181,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14331,14182,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
14332,14183,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14333,14034,159,LowSeason,[8-inf],Standard,[160-260],[2-2],False
14334,14184,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14335,14185,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14336,14186,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14337,14187,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14338,14188,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14339,14189,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14340,14190,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14341,14191,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14342,14192,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14343,14193,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14344,14194,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14345,8183,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14346,14195,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14347,14196,669,LowSeason,[2-3],Standard,[260-360],[2-2],True
14348,14197,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
14349,14198,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14350,14199,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
14351,14200,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14352,14201,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14353,14202,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14354,14203,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14355,14204,426,LowSeason,[0-1],Standard,[0-160],[2-2],False
14356,14205,288,LowSeason,[4-7],Standard,[0-160],[2-2],False
14357,14206,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
14358,14207,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14359,14208,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14360,14209,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14361,14210,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14362,14211,319,LowSeason,[0-1],Standard,[260-360],[3-4],True
14363,14212,674,LowSeason,[0-1],Standard,[260-360],[2-2],True
14364,706,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14365,14213,277,LowSeason,[2-3],Standard,[0-160],[2-2],True
14366,14214,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14367,14214,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14368,14214,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14369,14214,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14370,14215,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14371,14216,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14372,14217,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14373,14218,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14374,14219,664,LowSeason,[2-3],Standard,[260-360],[1-1],True
14375,14220,261,LowSeason,[2-3],Standard,[260-360],[3-4],True
14376,14221,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
14377,14222,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
14378,14223,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14379,14224,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14380,14225,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
14381,14226,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
14382,14227,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14383,12516,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
14384,14228,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
14385,14229,770,OffSeason,[8-inf],Standard,[260-360],[5-inf],False
14386,14230,371,LowSeason,[0-1],Standard,[160-260],[2-2],True
14387,14231,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
14388,14232,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14389,14233,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14390,14234,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14391,14235,165,OffSeason,[2-3],Standard,[260-360],[2-2],False
14392,13807,328,LowSeason,[4-7],Standard,[160-260],[1-1],False
14393,14236,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14394,14237,296,LowSeason,[4-7],Standard,[260-360],[3-4],False
14395,14238,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14396,14239,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14397,12680,646,LowSeason,[0-1],Standard,[260-360],[5-inf],False
14398,14240,11,LowSeason,[2-3],Standard,[160-260],[5-inf],True
14399,14241,179,LowSeason,[2-3],Standard,[260-360],[5-inf],False
14400,14243,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14401,14246,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14402,14247,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14403,14248,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
14404,14249,241,LowSeason,[4-7],Standard,[260-360],[3-4],True
14405,14250,277,LowSeason,[2-3],Standard,[0-160],[2-2],True
14406,14250,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14407,14251,261,LowSeason,[2-3],Standard,[260-360],[3-4],True
14408,14252,392,LowSeason,[2-3],Standard,[0-160],[1-1],False
14409,14253,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14410,14254,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14411,14255,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14412,14256,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
14413,14257,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14414,14259,674,LowSeason,[0-1],Standard,[260-360],[2-2],True
14415,8487,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14416,14260,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14417,14261,646,LowSeason,[0-1],Standard,[260-360],[5-inf],False
14418,14262,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14419,14263,277,LowSeason,[2-3],Standard,[0-160],[2-2],True
14420,14264,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14421,14265,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14422,14268,261,LowSeason,[2-3],Standard,[260-360],[3-4],True
14423,14269,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14424,14270,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14425,14271,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14426,14272,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14427,14273,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14428,14274,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14429,14275,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14430,10946,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14431,5137,196,LowSeason,[4-7],Standard,[160-260],[1-1],True
14432,14276,250,LowSeason,[0-1],Standard,[160-260],[3-4],False
14433,14277,262,OffSeason,[0-1],Standard,[160-260],[2-2],False
14434,14278,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
14435,14279,261,LowSeason,[2-3],Standard,[260-360],[3-4],True
14436,14280,293,LowSeason,[0-1],Standard,[160-260],[2-2],False
14437,14281,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14438,14282,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14439,14283,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
14440,14284,771,LowSeason,[2-3],Standard,[0-160],[3-4],True
14441,14285,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14442,14286,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14443,14151,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14444,14287,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14445,14288,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14446,14289,669,LowSeason,[2-3],Standard,[260-360],[2-2],True
14447,3336,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
14448,14291,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14449,14292,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14450,14293,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14451,14294,73,LowSeason,[4-7],Standard,[160-260],[3-4],False
14452,14295,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14453,14296,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14454,14298,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14455,14299,148,LowSeason,[2-3],Standard,[260-360],[5-inf],True
14456,14300,384,LowSeason,[2-3],Standard,[160-260],[1-1],True
14457,14301,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14458,14302,302,LowSeason,[0-1],Standard,[160-260],[3-4],True
14459,14303,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14460,14304,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14461,14305,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14462,14306,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14463,14307,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14464,14308,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14465,14309,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14466,14310,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14467,14311,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14468,14312,669,LowSeason,[2-3],Standard,[260-360],[2-2],True
14469,14313,272,LowSeason,[4-7],Standard,[160-260],[2-2],False
14470,14314,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
14471,14316,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14472,14317,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14473,14318,673,OffSeason,[2-3],Standard,[260-360],[1-1],False
14474,14319,417,LowSeason,[2-3],Standard,[0-160],[2-2],False
14475,14320,97,OffSeason,[8-inf],Standard,[160-260],[3-4],True
14476,14321,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14477,14322,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14478,14323,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14479,14324,29,OffSeason,[4-7],Standard,[260-360],[3-4],False
14480,14326,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14481,14328,239,LowSeason,[2-3],Standard,[160-260],[2-2],False
14482,14329,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14483,14330,250,LowSeason,[0-1],Standard,[160-260],[3-4],False
14484,14331,91,OffSeason,[2-3],Standard,[0-160],[2-2],False
14485,14332,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14486,14333,408,OffSeason,[4-7],Standard,[260-360],[2-2],False
14487,14334,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
14488,14335,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14489,14336,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
14490,14337,193,LowSeason,[4-7],Standard,[160-260],[2-2],True
14491,14338,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14492,14339,103,LowSeason,[4-7],Standard,[260-360],[5-inf],True
14493,14340,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
14494,5693,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14495,14341,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14496,14342,701,OffSeason,[2-3],Standard,[0-160],[3-4],True
14497,14342,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14498,14343,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14499,14116,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14500,14096,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14501,14344,277,LowSeason,[2-3],Standard,[0-160],[2-2],True
14502,14345,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14503,10835,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14504,14346,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14505,14347,361,OffSeason,[8-inf],Standard,[160-260],[1-1],True
14506,14348,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14507,14349,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14508,14350,164,LowSeason,[2-3],Standard,[160-260],[3-4],True
14509,14351,129,OffSeason,[8-inf],Standard,[160-260],[2-2],True
14510,14352,162,LowSeason,[2-3],Standard,[160-260],[2-2],True
14511,14353,361,OffSeason,[8-inf],Standard,[160-260],[1-1],True
14512,14354,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
14513,14355,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14514,14356,35,OffSeason,[2-3],Standard,[260-360],[3-4],False
14515,14357,699,OffSeason,[4-7],Standard,[0-160],[3-4],True
14516,14358,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14517,14359,433,OffSeason,[0-1],Standard,[260-360],[5-inf],False
14518,14360,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14519,14361,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14520,13789,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14521,14362,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14522,14363,178,OffSeason,[0-1],Standard,[160-260],[3-4],True
14523,11789,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14524,4063,386,OffSeason,[4-7],Standard,[260-360],[2-2],True
14525,14366,129,OffSeason,[8-inf],Standard,[160-260],[2-2],True
14526,14367,445,OffSeason,[0-1],Standard,[260-360],[3-4],False
14527,14368,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14528,14369,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
14529,14371,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
14530,13807,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
14531,14373,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
14532,14374,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14533,14375,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
14534,14376,386,OffSeason,[4-7],Standard,[260-360],[2-2],True
14535,12454,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14536,14378,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14537,6563,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14538,14380,83,OffSeason,[4-7],Standard,[0-160],[2-2],True
14539,14381,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14540,14383,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14541,14385,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14542,14386,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14543,14387,54,OffSeason,[0-1],Standard,[160-260],[2-2],True
14544,14387,178,OffSeason,[0-1],Standard,[160-260],[3-4],True
14545,14388,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14546,14391,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
14547,14394,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14548,14395,361,OffSeason,[8-inf],Standard,[160-260],[1-1],True
14549,14384,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14550,14396,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
14551,14285,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14552,14397,598,OffSeason,[8-inf],Standard,[160-260],[3-4],False
14553,14398,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
14554,14399,243,OffSeason,[0-1],Standard,[160-260],[3-4],False
14555,14400,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
14556,14401,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14557,14402,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14558,14369,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
14559,14404,38,OffSeason,[8-inf],Standard,[160-260],[2-2],False
14560,14405,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14561,14406,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14562,14408,37,OffSeason,[4-7],Standard,[160-260],[1-1],False
14563,14409,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14564,14410,29,OffSeason,[4-7],Standard,[260-360],[3-4],False
14565,14411,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14566,14412,35,OffSeason,[2-3],Standard,[260-360],[3-4],False
14567,14373,146,OffSeason,[0-1],Standard,[160-260],[1-1],False
14568,14413,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14569,14414,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14570,14415,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14571,14416,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14572,14419,66,OffSeason,[2-3],Standard,[0-160],[2-2],True
14573,14421,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14574,14422,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14575,14423,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
14576,14424,178,OffSeason,[0-1],Standard,[160-260],[3-4],True
14577,14426,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14578,14427,66,OffSeason,[2-3],Standard,[0-160],[2-2],True
14579,14428,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
14580,14429,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14581,14259,178,OffSeason,[0-1],Standard,[160-260],[3-4],True
14582,14430,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14583,14431,262,OffSeason,[0-1],Standard,[160-260],[2-2],False
14584,14432,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14585,14433,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
14586,14435,29,OffSeason,[4-7],Standard,[260-360],[3-4],False
14587,14373,262,OffSeason,[0-1],Standard,[160-260],[2-2],False
14588,14437,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14589,14395,598,OffSeason,[8-inf],Standard,[160-260],[3-4],False
14590,14441,35,OffSeason,[2-3],Standard,[260-360],[3-4],False
14591,14442,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14592,14443,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
14593,14444,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
14594,14445,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14595,14446,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14596,14448,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14597,14449,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
14598,11615,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14599,14450,772,OffSeason,[2-3],Standard,[360-500],[2-2],False
14600,7850,773,OffSeason,[2-3],Standard,[0-160],[5-inf],False
14601,11043,28,OffSeason,[4-7],Standard,[160-260],[3-4],False
14602,14451,35,OffSeason,[2-3],Standard,[260-360],[3-4],False
14603,14452,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14604,14453,770,OffSeason,[8-inf],Standard,[260-360],[5-inf],False
14605,5693,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
14606,14455,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
14607,14456,463,OffSeason,[0-1],Standard,[260-360],[5-inf],True
14608,14457,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14609,14458,178,OffSeason,[0-1],Standard,[160-260],[3-4],True
14610,13878,243,OffSeason,[0-1],Standard,[160-260],[3-4],False
14611,14459,645,OffSeason,[0-1],Standard,[260-360],[2-2],False
14612,14373,262,OffSeason,[0-1],Standard,[160-260],[2-2],False
14613,13716,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
14614,14462,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
14615,14463,774,OffSeason,[2-3],Standard,[0-160],[5-inf],True
14616,14464,243,OffSeason,[0-1],Standard,[160-260],[3-4],False
14617,13088,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
